Word,Polarity,Intensity,SubjectivityType,SubjectivityPolarity
엄청나,POS,High,Judgment,POS
엄청나게,POS,Medium,Judgment,POS
엄청난,POS,High,Judgment,POS
업,POS,High,Judgment,POS
업고,POS,High,Judgment,POS
업무,NEG,Medium,Judgment,NEG
없,NEG,Medium,Judgment,POS
없겠,NEG,High,Speculation,POS
없고,NEUT,Medium,Argument,POS
없는,NEG,High,Judgment,POS
없다,NEG,Medium,Argument,POS
없어,NEG,High,Argument,POS
없었,NEG,Medium,Argument,POS
없지,NEG,Medium,Judgment,NEUT
없이,NEG,Medium,Judgment,POS
었,NEG,Medium,Argument,POS
었는데,POS,Medium,Argument,POS
었는지알,NEUT,Medium,Argument,NEUT
었다하,NEG,Medium,Argument,POS
었던,POS,Medium,Argument,POS
었던것,NEUT,Medium,Argument,POS
었으면하,NEUT,Medium,Argument,POS
었을것,NEUT,Medium,Judgment,POS
었을까,NEG,Medium,Argument,POS
엉뚱,NEG,Low,Judgment,NEUT
엉뚱하,NEG,Low,Judgment,NEUT
엉뚱하기,NEG,Low,Judgment,NEG
엉터리,NEG,High,Judgment,NEG
에,POS,Medium,Judgment,POS
에가,NEG,Medium,Argument,POS
에관하,POS,Medium,Judgment,POS
엔,NEUT,Medium,Argument,POS
에나비,NEUT,Medium,Argument,NEUT
에는,POS,Low,Argument,POS
에도,NONE,None,Others,POS
에동참하,POS,Medium,Agreement,POS
에만,NEUT,Medium,Judgment,POS
에야,NONE,None,Others,POS
에의,POS,Medium,Argument,POS
에의하,NEG,High,Judgment,NEG
에적격,POS,High,Judgment,POS
에참여하,POS,Medium,Argument,POS
에처하,NEG,Medium,Judgment,NEG
에크,POS,Medium,Judgment,POS
에하,NEG,Medium,Argument,POS
에하았,NEUT,Low,Argument,POS
에향하,POS,High,Emotion,POS
에게,POS,Medium,Argument,POS
에겐,NEG,Medium,Judgment,NEG
에게나,NEG,Medium,Argument,POS
에너지,POS,Medium,Judgment,POS
에서,POS,Medium,Judgment,POS
에서가,NEG,Low,Argument,POS
에서는,POS,Medium,Judgment,POS
에서도,NEUT,Medium,Judgment,POS
에서와,NONE,None,Others,POS
에서의,POS,Low,Judgment,POS
에서부터,NONE,None,Others,POS
에어로빅,POS,Low,Judgment,POS
여,POS,Medium,Judgment,POS
여곳,NEUT,Medium,Judgment,POS
여기,POS,Medium,Judgment,POS
여긴,NEG,Medium,Argument,POS
여기어,NEG,Low,Judgment,NEG
여러,NEUT,Medium,Judgment,NEUT
여러가지,NEG,Medium,Judgment,NEG
여론,POS,High,Argument,POS
여물,POS,Medium,Judgment,POS
여백,POS,Medium,Argument,POS
여부,NEG,Medium,Judgment,NEG
여성,NEG,Medium,Argument,POS
여성성,NEG,Medium,Judgment,NEG
여실히,NONE,None,Judgment,POS
여울,POS,Medium,Judgment,POS
여유,POS,Medium,Judgment,POS
여자,NEG,Medium,Argument,POS
여자도,NEG,Medium,Argument,POS
여전히,NONE,None,Others,POS
여지,NEG,High,Judgment,NEUT
여차,NONE,None,Others,POS
여차하면,NONE,None,Others,POS
역량,POS,Medium,Judgment,POS
역사,POS,Medium,Judgment,POS
역사상,POS,Medium,Judgment,POS
역사연구,NEUT,Low,Argument,POS
역설,NEG,Low,Judgment,NEG
역시,POS,Low,Judgment,POS
역작,POS,High,Judgment,POS
역행,NEG,Medium,Judgment,NEG
연구,POS,Low,Argument,POS
연구한,POS,Medium,Argument,POS
연극,POS,Medium,Argument,POS
연기,POS,Medium,Argument,POS
연민,NEG,Medium,Argument,POS
연발,POS,Medium,Emotion,POS
연설,NONE,None,Argument,POS
연속,NEG,Medium,Judgment,NEG
연습,POS,Medium,Judgment,POS
연행,NEG,Medium,Judgment,NEG
열,POS,Medium,Argument,POS
열고,NEG,Medium,Judgment,NEG
열었,POS,Medium,Argument,POS
열광,POS,High,Emotion,POS
열기,POS,Medium,Judgment,POS
열등,NEG,Medium,Judgment,NEG
열리,POS,Medium,Argument,POS
열리어,POS,Low,Argument,POS
열망,POS,Medium,Emotion,POS
열매,NEUT,Medium,Judgment,NEUT
열쇠,POS,Medium,Judgment,POS
열심히,POS,Low,Judgment,POS
열연,POS,Medium,Judgment,POS
열정,POS,Medium,Judgment,POS
열창,POS,Medium,Judgment,POS
열창하,POS,Medium,Judgment,POS
염하,POS,Low,Judgment,POS
엿보,POS,Medium,Speculation,POS
엿볼,NEG,Medium,Speculation,POS
영감,POS,Medium,Judgment,POS
영글,POS,Medium,Judgment,POS
영산,POS,Medium,Judgment,POS
영양,NEG,Medium,Judgment,NEG
영양실조,NEG,Medium,Judgment,NEG
영역,NEG,Medium,Judgment,NEG
영욕,COMP,Medium,Judgment,COMP
영원히,POS,Medium,Argument,POS
영태,POS,High,Intention,POS
영향,POS,Medium,Judgment,POS
영혼,POS,Medium,Judgment,POS
영화,POS,Medium,Argument,POS
예,NEG,Medium,Argument,POS
예방,POS,Low,Judgment,POS
예상,NEUT,Medium,Speculation,POS
예상되,NEUT,Medium,Speculation,POS
예상하지,NEG,High,Emotion,NEG
예수,NEUT,Medium,Argument,POS
예술,POS,Medium,Judgment,POS
예술의전당,NEG,Medium,Judgment,NEG
예전,POS,Medium,Judgment,POS
예정,POS,Medium,Intention,POS
예정되,POS,Medium,Intention,POS
예지,POS,Medium,Judgment,POS
옛,POS,Medium,Judgment,POS
옛말,NEG,Medium,Judgment,NEG
옛글,NEG,Medium,Argument,POS
오,POS,Medium,Argument,POS
온,POS,Medium,Judgment,POS
올,NEUT,Medium,Argument,POS
오던,POS,Medium,Argument,POS
오았,POS,Medium,Judgment,POS
오늘날,COMP,Medium,Argument,POS
오랜,NEUT,High,Judgment,NEUT
오랫동안,NEG,Low,Judgment,NEG
오르,NEG,Medium,Judgment,NEG
오른,POS,Low,Argument,POS
오만,NEG,Medium,Judgment,NEG
오만이,NEG,Medium,Judgment,NEG
오버,NEG,Medium,Judgment,NEG
오빠,POS,Medium,Argument,POS
오판,NEG,Medium,Judgment,NEG
오히려,POS,Medium,Judgment,POS
옥살이,POS,Medium,Intention,POS
온나라,NEG,Medium,Judgment,NEG
온기,POS,Medium,Judgment,POS
온통,NEG,Low,Judgment,NEG
올리,POS,Medium,Judgment,POS
옮기,POS,Medium,Argument,POS
옮기어,POS,Medium,Argument,POS
옷,POS,Medium,Judgment,POS
옹호,NEUT,Medium,Judgment,NEUT
와,POS,Medium,Judgment,POS
와무관하,NEG,Medium,Argument,POS
왁자지껄,POS,Medium,Judgment,POS
완비,POS,Medium,Judgment,POS
완전,NEUT,Medium,Judgment,NEUT
완전하,NEUT,Medium,Judgment,NEUT
완전한,POS,Medium,Judgment,POS
완전히,POS,Medium,Judgment,POS
왕년,POS,Low,Judgment,POS
왕성,POS,Medium,Judgment,POS
왕실,NEG,Low,Judgment,NEG
왕조,NEG,Low,Argument,POS
왜,NEG,High,Argument,POS
외국,NEUT,High,Judgment,NEUT
외길,POS,Low,Judgment,POS
외로움,NEG,Medium,Emotion,NEG
외롭,POS,Medium,Argument,POS
외면,NEG,Medium,Judgment,NEG
외제,POS,High,Judgment,POS
요구,NEG,Medium,Argument,POS
요구되,POS,High,Judgment,POS
요령,POS,Low,Judgment,POS
요리,POS,Medium,Judgment,POS
요원,POS,Low,Argument,POS
요인,POS,Medium,Judgment,POS
요지경,NEG,Medium,Judgment,NEG
요청,POS,High,Intention,POS
욕,NEG,High,Argument,POS
욕망,COMP,Low,Emotion,POS
욕심,NEG,Medium,Argument,POS
용,POS,Low,Judgment,POS
용서,NEG,Medium,Argument,POS
용인,NEG,Medium,Judgment,NEG
용품,POS,Medium,Argument,POS
우뚝,POS,Medium,Judgment,POS
우려,NEG,Medium,Emotion,NEG
우리,POS,Medium,Argument,POS
우린,COMP,Medium,Speculation,POS
우리나라,POS,Low,Argument,POS
우리말,POS,Medium,Argument,POS
우선,NONE,None,Others,POS
우세,POS,Medium,Judgment,POS
우수,POS,Medium,Judgment,POS
우수상,POS,High,Judgment,POS
우스꽝스럽,NEG,Medium,Judgment,NEG
우연,NEG,Low,Judgment,NEG
우연이,NEG,Low,Judgment,NEG
우연히,NEUT,Low,Intention,NEG
우와,POS,Medium,Emotion,POS
우울,NEG,Medium,Judgment,NEG
우정,POS,Medium,Emotion,POS
우주,POS,Medium,Judgment,POS
우호,NEG,High,Judgment,NEG
운동,NEG,Medium,Judgment,NEG
운보,POS,Medium,Judgment,POS
운치,POS,Medium,Judgment,POS
운항,NEG,Medium,Argument,POS
울,COMP,Medium,Emotion,COMP
울리,NEUT,Medium,Judgment,POS
울릴,NEUT,Medium,Argument,POS
울림,POS,Medium,Judgment,POS
울부짖,POS,Medium,Argument,POS
울음,POS,Medium,Argument,POS
울컥,NEG,Medium,Argument,POS
울트라,POS,Medium,Argument,POS
움직임,POS,Medium,Judgment,POS
움켜쥐,NEUT,Medium,Judgment,NEUT
웃,POS,Medium,Emotion,POS
웃다,COMP,Medium,Emotion,COMP
웃기,POS,Medium,Judgment,POS
웃음,POS,Medium,Judgment,POS
웅비,POS,Medium,Judgment,POS
워낙,NONE,None,Judgment,POS
원,POS,Medium,Judgment,POS
원주,POS,Medium,Judgment,POS
원주고,POS,Medium,Judgment,POS
원하,POS,Medium,Emotion,POS
원래,POS,Low,Argument,POS
원만,POS,Medium,Judgment,POS
원천,POS,Medium,Judgment,POS
원칙,POS,Medium,Intention,POS
원한,NEG,Medium,Emotion,NEG
월,POS,Medium,Judgment,POS
웬,NONE,None,Judgment,POS
웬만하,POS,Low,Judgment,POS
위,NEG,Medium,Judgment,NEUT
위기,NEG,Medium,Judgment,NEG
위대,POS,Medium,Argument,POS
위대하,POS,Medium,Argument,POS
위대한,POS,Medium,Argument,POS
위력,NEUT,Medium,Judgment,POS
위반,NEG,Medium,Judgment,NEG
위상,NEUT,Medium,Judgment,COMP
위시,NONE,None,Others,POS
위원,POS,Medium,Argument,POS
위주,NEG,Low,Judgment,NEG
위치,POS,Medium,Judgment,POS
위통,NEUT,Medium,Argument,POS
위하,POS,Medium,Intention,POS
위한,POS,Medium,Intention,POS
위헌,NEG,High,Judgment,NEG
위험,NEG,Medium,Judgment,NEG
위험성,NEG,Medium,Judgment,NEG
위험하,NEG,Medium,Judgment,NEG
위협,NEG,High,Judgment,NEG
유감,NEG,High,Emotion,NEG
유기,NEUT,Medium,Judgment,NEUT
유난,POS,Medium,Judgment,POS
유난히,NONE,None,Others,POS
유독,NEUT,Medium,Others,NEUT
유동,POS,High,Judgment,POS
유리,NEG,Medium,Argument,POS
유머,POS,Medium,Judgment,POS
유명,POS,Medium,Judgment,POS
유명하,POS,Medium,Judgment,POS
유명한,POS,Medium,Judgment,POS
유민,POS,Medium,Judgment,POS
유사,NEUT,Medium,Judgment,POS
유사하,POS,Low,Judgment,POS
유사한,POS,Low,Judgment,POS
유사성,NEG,High,Argument,POS
유수,POS,High,Judgment,POS
유신,NEG,Medium,Judgment,NEG
유신체제,NEG,Medium,Judgment,NEG
유연,POS,Medium,Judgment,POS
유일,POS,Medium,Judgment,POS
유일하,POS,Medium,Judgment,POS
유적,POS,Medium,Judgment,POS
유지,NEG,Low,Argument,POS
유지하는,NEG,Low,Argument,POS
유치원,POS,Medium,Judgment,POS
유학,POS,Medium,Argument,POS
유해,NEG,Medium,Judgment,NEG
유행,POS,Medium,Judgment,POS
유행가,NEUT,Low,Argument,POS
유효,POS,Medium,Judgment,POS
윤전기,NEG,Medium,Argument,POS
으나,NONE,None,Others,POS
으니,NEG,Low,Argument,POS
으라고,POS,Medium,Judgment,POS
으려,NEG,Medium,Intention,POS
으려하,NEG,Medium,Intention,POS
으려고,NEG,Medium,Argument,POS
으려는,POS,Medium,Intention,POS
으려면,NONE,None,Intention,POS
으련만,NEG,Medium,Judgment,NEG
으로,POS,Medium,Judgment,POS
으로가,NEG,Low,Argument,POS
으로권하,POS,Medium,Judgment,POS
으로는,POS,Medium,Judgment,POS
으로하,POS,Medium,Intention,POS
으로부터,NEG,Medium,Argument,POS
으로서,NONE,None,Others,POS
으로서의,POS,Medium,Judgment,POS
으면,POS,Medium,Argument,POS
으면공멸,POS,Medium,Argument,POS
으면공멸하,POS,Medium,Argument,POS
으면하,POS,Low,Argument,POS
으면서,NONE,None,Others,POS
으면서도,NONE,None,Others,POS
으스스,NEG,Medium,Judgment,NEG
은,NEG,Medium,Judgment,POS
은것,NONE,None,Others,POS
은꿈,COMP,Medium,Speculation,POS
은날,COMP,Medium,Speculation,POS
은땀,NEG,High,Judgment,NEG
은문,NEG,Low,Judgment,NEG
은벽,NEUT,Medium,Judgment,NEUT
은삶,POS,Medium,Judgment,POS
은섬,NEG,Medium,Argument,POS
은일,NEG,High,Judgment,NEG
은책,POS,Medium,Judgment,POS
은편,POS,Medium,Judgment,POS
은가,NEG,Medium,Argument,POS
은골,NEG,Medium,Argument,POS
은들,POS,Low,Argument,POS
은망하,NEG,High,Judgment,NEG
은밖,NEG,Medium,Argument,POS
은벌,POS,Low,Judgment,POS
은알,POS,Medium,Argument,POS
은장,POS,Medium,Judgment,POS
은좀,POS,Medium,Argument,POS
은지,NEG,Medium,Argument,POS
은하,NEG,Medium,Agreement,NEG
은은하,POS,Medium,Judgment,POS
은혜,POS,Medium,Judgment,POS
을,POS,Medium,Judgment,POS
을강의하,NEG,Medium,Argument,POS
을강화하,POS,Medium,Judgment,POS
을걸,POS,Medium,Argument,POS
을계속하,NEUT,Low,Argument,POS
을그르치,NEG,Medium,Judgment,NEG
을극복하,POS,Medium,Judgment,POS
을꼬,NEG,Medium,Emotion,NEG
을내포하,NEG,Medium,Judgment,NEG
을다하,POS,High,Judgment,POS
을뜻하,POS,Medium,Argument,POS
을발표하,POS,Medium,Argument,POS
을불,NEG,Medium,Judgment,NEG
을빚었,POS,Medium,Argument,POS
을사,NEG,High,Judgment,NEG
을상실하,NEUT,Medium,Judgment,NEUT
을석권하,POS,High,Judgment,POS
을요구하,NEG,Medium,Argument,POS
을위시하,NONE,None,Others,POS
을위하,POS,Medium,Intention,POS
을이용하,POS,Low,Argument,POS
을입증하,NEUT,Medium,Agreement,POS
을자극하,POS,Medium,Judgment,POS
을자처하,NEG,Medium,Argument,POS
을전시하,POS,Medium,Judgment,POS
을점령하,NEG,Medium,Judgment,NEG
을정하,POS,Medium,Agreement,POS
을청구하,NEG,High,Judgment,NEG
을촉구하,POS,Low,Argument,POS
을택하,POS,Medium,Judgment,POS
을통하,NEG,Medium,Argument,POS
을표시하,NEG,Medium,Judgment,NEG
을하,POS,Medium,Argument,POS
을까,NONE,None,Others,POS
을까요,NONE,None,Others,POS
을지,NEG,Medium,Speculation,POS
을지언정,NONE,None,Judgment,POS
음,NEUT,Medium,Judgment,NEUT
음산,POS,Medium,Judgment,POS
음습,POS,Medium,Judgment,NEG
음악,NEUT,Medium,Judgment,POS
음주,NEG,Medium,Judgment,NEG
음직,NONE,None,Speculation,POS
응답,NEUT,Low,Argument,NEUT
응하,POS,Medium,Agreement,POS
의,POS,Medium,Judgment,POS
의결,POS,Medium,Judgment,POS
의곁,POS,Medium,Judgment,POS
의고달프,POS,Medium,Argument,POS
의고달픈,POS,Medium,Argument,POS
의길,POS,Medium,Argument,POS
의깨친,NEG,Medium,Argument,POS
의꿈,POS,Medium,Argument,POS
의눈,NEG,Medium,Judgment,NEG
의당면,NEG,High,Judgment,NEG
의돈,POS,Medium,Judgment,POS
의또,NEG,Medium,Argument,POS
의몸,NEG,Low,Judgment,NEG
의반,POS,Low,Judgment,POS
의벽,POS,Low,Argument,POS
의살,NEG,Medium,Judgment,NEG
의삶,NEG,Medium,Judgment,NEG
의석,NEG,Medium,Judgment,NEG
의선,POS,Medium,Judgment,POS
의손,POS,Medium,Argument,POS
의숲,POS,Medium,Argument,POS
의입,NEG,High,Argument,POS
의쟁점,COMP,High,Judgment,COMP
의정,NEG,Medium,Argument,POS
의정서,POS,Medium,Judgment,POS
의집,NEG,Medium,Argument,POS
의피,NEG,Medium,Argument,POS
의형제,POS,Medium,Judgment,POS
의힘,POS,Medium,Judgment,POS
의견,POS,Medium,Argument,POS
의도,POS,Medium,Intention,POS
의무,POS,Low,Argument,POS
의문,NEG,High,Speculation,POS
의미,POS,Medium,Judgment,POS
의사,NEG,Medium,Agreement,NEG
의식,NEG,Medium,Judgment,NEUT
의식하고,NEG,Medium,Judgment,NEG
의심,NEG,Medium,Judgment,NEG
의아,NEG,Low,Judgment,NEG
의외,POS,Low,Judgment,POS
의욕,NEUT,Medium,Emotion,NEUT
의존,POS,Medium,Judgment,POS
의지,NEUT,Low,Intention,POS
의하,NEG,High,Judgment,NEG
의학,NEG,Medium,Judgment,NEG
의혹,NEG,High,Judgment,NEG
이,POS,Medium,Judgment,POS
이안,NEG,Medium,Judgment,POS
이나,NEG,Medium,Argument,POS
이다,NONE,Medium,Argument,POS
이동,NEG,High,Emotion,NEG
이두,NEG,Medium,Judgment,NEG
이배,POS,Medium,Judgment,POS
이불,POS,Medium,Judgment,POS
이섬,COMP,Medium,Argument,POS
이오,NEUT,Medium,Argument,POS
이우선,NEG,Low,Judgment,NEG
이이,NEUT,Low,Argument,POS
이일,NEUT,Medium,Judgment,NEUT
이적,NEUT,Medium,Judgment,NEUT
이지,NEG,Medium,Judgment,NEG
이크,NEG,Medium,Argument,POS
이하,COMP,Medium,Argument,POS
이해이,NEG,Medium,Judgment,NEG
이집,POS,Medium,Argument,POS
이를,POS,Medium,Judgment,POS
이겠,POS,Medium,Argument,POS
이고,POS,Medium,Argument,POS
이기,NEG,Medium,Judgment,NEG
이기도,NEG,Medium,Argument,POS
인,POS,Medium,Judgment,POS
인내,NEUT,Medium,Argument,NEUT
인가,NONE,None,Others,POS
인데,NONE,None,Judgment,POS
인들,POS,Medium,Intention,POS
인지,NEG,Medium,Argument,POS
인지도,NONE,None,Speculation,POS
이냐,POS,Medium,Argument,POS
이든,POS,High,Judgment,POS
이든지,NEUT,High,Judgment,NEUT
일,NEG,Medium,Argument,POS
이라고,NEUT,Medium,Argument,POS
이라는,NONE,Medium,Judgment,POS
이라도,NEG,Medium,Argument,POS
임,NEG,Medium,Speculation,POS
이며,POS,Medium,Argument,POS
이야,NEG,Medium,Argument,POS
이었,POS,Medium,Argument,POS
이자,NEG,Medium,Judgment,NEG
이견,NEG,Medium,Agreement,NEG
이권,NEG,Medium,Judgment,NEG
이기었,NEG,Medium,Argument,POS
이끌,POS,Low,Judgment,POS
이끌어,POS,Medium,Judgment,POS
이념,POS,Medium,Judgment,POS
이러,NONE,None,Others,POS
이러하,NONE,None,Others,POS
이러한,NONE,None,Others,POS
이런,POS,Medium,Judgment,POS
이렇,NONE,None,Judgment,POS
이렇게,NONE,None,Judgment,POS
이롭,POS,Medium,Judgment,POS
이루,POS,Medium,Judgment,POS
이룬,POS,Medium,Argument,POS
이루어,POS,Medium,Judgment,NEUT
이루어지,POS,Medium,Judgment,NEUT
이루었,NEG,Medium,Argument,POS
이르,POS,Medium,Judgment,POS
이른바,NONE,None,Others,POS
이름,NEUT,Medium,Judgment,POS
이리,POS,High,Emotion,POS
이목,POS,Medium,Judgment,POS
이미,POS,Medium,Argument,POS
이민자,NEG,Medium,Argument,POS
이번,NEG,Medium,Judgment,NEG
이벤트,POS,Medium,Judgment,POS
이빨,NEUT,Medium,Argument,POS
이상,NEG,Medium,Judgment,NEG
이상두,NEG,High,Judgment,NEG
이상보,NEG,Medium,Emotion,NEG
이상하,NEG,Low,Judgment,NEG
이색,POS,Medium,Judgment,POS
이야기,POS,Medium,Judgment,POS
이어지,POS,Medium,Judgment,POS
이용,POS,Medium,Judgment,POS
이용하면,POS,Low,Argument,POS
이유,NEG,Medium,Argument,POS
이전,POS,Medium,Argument,POS
이제,COMP,Medium,Argument,POS
이채,POS,Medium,Judgment,POS
이치,POS,Medium,Judgment,POS
이해,NEG,Medium,Agreement,POS
이해되,NEG,Medium,Judgment,NEG
이해하지,NEG,Medium,Judgment,NEG
이후,NEG,Low,Argument,POS
익사,NEG,Low,Judgment,NEUT
익살,POS,Medium,Judgment,POS
익숙,POS,Medium,Judgment,POS
익숙하,POS,Medium,Judgment,POS
익숙한,POS,Medium,Judgment,POS
인하,POS,Low,Argument,POS
인한,POS,Low,Argument,POS
인간,NEG,High,Judgment,NEG
인건비,NEG,Medium,Judgment,NEG
인권,POS,Medium,Argument,POS
인기,POS,Medium,Judgment,POS
인상,POS,Medium,Judgment,POS
인생,NEUT,Low,Judgment,POS
인식,POS,Low,Judgment,POS
인식하는,NEG,Medium,Argument,POS
인원,NEUT,High,Judgment,POS
인정,POS,Medium,Judgment,POS
인정되,NEG,Medium,Judgment,POS
인정받,POS,Medium,Judgment,POS
인종,NEG,None,Judgment,NEG
인종차별,NEG,None,Judgment,NEG
인터뷰,NEG,High,Judgment,NEG
일이,NEG,Medium,Judgment,POS
일하겠,POS,Low,Argument,POS
일관,POS,High,Judgment,POS
일단,NONE,None,Others,POS
일반,NEUT,Low,Judgment,NEUT
일방,NEG,Medium,Judgment,NEG
일본,POS,High,Judgment,POS
일본군,NEG,Low,Judgment,NEG
일부,NEG,High,Judgment,NEG
일삼,NEG,Medium,Judgment,NEG
일색,NEG,Medium,Judgment,NEG
일어나,NEG,Medium,Judgment,NEUT
일어날,NEUT,Medium,Argument,POS
일으키,NEG,Medium,Judgment,NEG
일정,NEG,Medium,Judgment,NEG
일정하,NEG,Medium,Judgment,NEG
일정하지,NEG,Medium,Judgment,NEG
일종,NONE,None,Others,POS
일직선,NEG,Medium,Judgment,NEG
일찍,NEG,Medium,Argument,POS
일체,POS,Medium,Judgment,POS
일치,POS,Medium,Judgment,POS
일터,NEG,Medium,Argument,POS
읽,POS,Medium,Argument,POS
읽게,POS,Medium,Judgment,POS
읽고,NEUT,Low,Argument,POS
읽히,POS,Medium,Speculation,POS
잃,NEG,Medium,Judgment,NEG
잃어버리,POS,Medium,Judgment,POS
잃어버린,POS,Medium,Judgment,POS
임금,POS,Medium,Argument,POS
임산물,POS,Medium,Argument,POS
입,POS,Medium,Argument,POS
입는,POS,Medium,Judgment,POS
입자,POS,Medium,Argument,POS
입력,POS,Medium,Judgment,POS
입술,NEUT,Medium,Argument,POS
입시,NEG,Medium,Judgment,NEG
입장,NEUT,High,Argument,POS
입증,NEUT,Medium,Agreement,POS
입히,NEUT,High,Judgment,NEUT
잇따르,NEG,High,Judgment,NEG
있,POS,Medium,Judgment,POS
있는,COMP,Medium,Argument,POS
있다,POS,Medium,Argument,POS
있게,POS,Medium,Judgment,POS
있겠,NONE,None,Judgment,POS
있기,POS,Medium,Argument,POS
있어,NEG,Medium,Argument,POS
있었,POS,Medium,Argument,POS
잉태,NEG,Medium,Judgment,NEG
잊,NEUT,Medium,Judgment,POS
잊고,NEG,Low,Judgment,NEG
자,NONE,Medium,Argument,POS
자는,NEG,Medium,Judgment,NEUT
자다,NEUT,Medium,Argument,POS
자고,NONE,None,Others,POS
자구,NEG,High,Judgment,NEG
자그맣,POS,Medium,Judgment,POS
자극,POS,Medium,Judgment,POS
자긍,POS,Medium,Emotion,POS
자긍심,POS,High,Emotion,POS
자기,NEG,Medium,Judgment,NEG
자꾸,NEG,Medium,Judgment,NEG
자녀,POS,Medium,Argument,POS
자니,NEG,Medium,Argument,POS
자동차,POS,Low,Argument,POS
자라,NEG,Medium,Argument,POS
자랑,POS,Medium,Argument,POS
자랑스럽,POS,High,Emotion,POS
자랑스레,POS,Medium,Emotion,POS
자리,POS,Medium,Judgment,POS
자면,NEG,Low,Argument,POS
자못,COMP,Medium,Judgment,COMP
자백,NEG,Medium,Agreement,POS
자본주의,NEG,Low,Argument,POS
자비,POS,Medium,Judgment,POS
자상,POS,Medium,Judgment,POS
자세,POS,Medium,Judgment,POS
자세히,POS,Medium,Judgment,POS
자신,NEUT,Medium,Judgment,NEUT
자아,POS,Medium,Judgment,POS
자연,POS,Medium,Judgment,POS
자연스럽,POS,Medium,Judgment,POS
자원,POS,High,Judgment,POS
자원봉사자,POS,High,Judgment,POS
자유,POS,High,Judgment,POS
자유로,POS,High,Judgment,POS
자유롭,POS,Medium,Argument,POS
자제력,NEG,High,Judgment,NEG
자주,POS,Low,Argument,POS
자처,NEG,Medium,Argument,POS
자청,NEG,Medium,Intention,POS
자충수,NEG,Low,Judgment,NEG
자칫,NONE,None,Judgment,POS
작,NEUT,Medium,Argument,POS
작은,NEUT,Medium,Argument,POS
작가,POS,Medium,Judgment,POS
작곡가,POS,Low,Judgment,POS
작동,NEG,Medium,Judgment,NEG
작법,POS,Medium,Argument,POS
작업,NEG,Low,Argument,POS
작용,POS,Medium,Intention,POS
작전,POS,Medium,Intention,POS
작품,POS,Medium,Argument,POS
작품하나,NEUT,Low,Argument,POS
잔뼈,POS,Medium,Judgment,POS
잔인,NEG,Medium,Judgment,NEG
잔치,POS,Medium,Judgment,POS
잔털,POS,High,Judgment,POS
잖아,NEG,Medium,Judgment,NEG
잘,POS,Medium,Judgment,POS
잘결속하,POS,Medium,Judgment,POS
잘못,NEG,Medium,Judgment,NEG
잘못되,NEG,High,Judgment,NEG
잘못된,NEG,High,Judgment,NEG
잠들,NEG,Medium,Argument,POS
잡,NEUT,Medium,Judgment,POS
잡고,NEG,Medium,Judgment,NEG
잡아,NEG,Medium,Argument,POS
잡아먹,NEG,Medium,Argument,POS
잡지,NEG,Medium,Argument,POS
잡히,POS,Medium,Judgment,POS
장,POS,Medium,Judgment,POS
장터,POS,Medium,Judgment,POS
장기,NEUT,High,Judgment,NEUT
장난,POS,Medium,Emotion,POS
장담,POS,Medium,Speculation,NEG
장대,POS,Medium,Judgment,POS
장래,POS,Medium,Judgment,POS
장사진,POS,Low,Judgment,POS
장애,NEUT,Medium,Argument,POS
장엄,POS,Medium,Judgment,POS
장점,POS,Medium,Judgment,POS
장주,NEUT,Medium,Argument,NEUT
잦,NEG,Medium,Judgment,NEG
잦아,NEG,Medium,Judgment,NEG
재,POS,Medium,Judgment,POS
재물,NEG,Low,Argument,POS
재미,POS,Medium,Judgment,POS
재미있,POS,High,Emotion,POS
재봉틀,NEUT,Low,Argument,POS
재산,NEG,Medium,Argument,POS
재산권,NEG,Medium,Argument,POS
재앙,NEG,Medium,Judgment,NEG
재연,NEG,Medium,Judgment,NEG
재주,NEUT,High,Judgment,NEUT
재현,POS,Medium,Judgment,POS
쟁이,NEG,Medium,Judgment,NEUT
쟁이곰,NEG,Medium,Argument,POS
쟁쟁,POS,Medium,Judgment,POS
쟁점,NEG,High,Judgment,NEG
저,NEG,Medium,Argument,POS
전,NEG,Low,Argument,POS
저속,NEG,Medium,Judgment,NEG
저술,POS,Medium,Judgment,POS
저절로,POS,Medium,Judgment,POS
저지르,NEUT,High,Judgment,NEUT
저하,NEG,Medium,Emotion,NEG
적,POS,Medium,Judgment,POS
적지,NEG,Medium,Judgment,NEG
적명징하,POS,Low,Judgment,POS
적틀,POS,Medium,Judgment,POS
적행태,NEG,High,Judgment,NEG
적격,POS,High,Judgment,POS
적극,POS,Medium,Judgment,POS
적당,POS,Medium,Judgment,POS
적당하,POS,Medium,Judgment,POS
적도,POS,Medium,Argument,POS
적막,NEG,Low,Argument,POS
적반하장,NEG,High,Judgment,NEG
적어도,NEG,Medium,Argument,POS
적응력,NEUT,Medium,Judgment,NEUT
적절,POS,Medium,Judgment,POS
적절하,POS,Medium,Judgment,POS
적정,POS,Medium,Judgment,POS
적합,NEUT,Medium,Judgment,NEUT
적합하,POS,Low,Judgment,POS
전에하,NEUT,Low,Argument,POS
전국,POS,Medium,Judgment,POS
전념,POS,Medium,Intention,POS
전락,NEG,Medium,Judgment,NEG
전략,NEG,Medium,Judgment,NEG
전례,POS,High,Judgment,POS
전망,POS,Low,Speculation,POS
전무,NEG,Medium,Judgment,NEG
전문,POS,Medium,Judgment,POS
전문화,NEUT,Medium,Judgment,NEUT
